1.000000000000000000e+00,-1.777881083643434099e-02,-4.487864752790342998e-02,1.400751212007604329e-01,-2.544618935398904394e-02,9.203398117701031000e-02,-6.710695487511270096e-02,2.560682829144256614e-02,1.958295252173859469e-01,5.192990017791179747e-02,2.176448744273553337e-01,3.912764606338188511e-02,1.283322519705892284e-01,1.677926603044284926e-01,1.741317697565061551e-01,1.623720524374660384e-02,1.979149158082321031e-02,1.089609228823807258e-01,2.298616470370249895e-02,-9.241825079790749048e-03,-1.302230842722763501e-02,1.900653456308098732e-01,-1.516224213935451204e-01,1.939741614328025221e-01,-1.206428245896570828e-01,8.115499670108108909e-02,-1.752065044064684274e-01,-1.018661127934454014e-01,-1.064840106411044790e-01,-7.594357705577248208e-02,-8.440385845032413736e-03,-1.613104652551402077e-02,1.004600264203609483e-01,-2.311296783192070825e-01,2.379572051962921403e-02,3.345795523217626882e-02,-9.967566525962047452e-02,4.606741844911256545e-02,8.119040170541338974e-02,9.641811275785601432e-02,5.247735618629545407e-02,-5.325068671873963572e-02,5.393231635710186989e-02,9.074674668076219974e-02
-1.777881083643434099e-02,1.000000000000000000e+00,9.043834689419735784e-02,2.506388002460795475e-02,-4.312864932545179553e-02,-3.380377136741558597e-01,-7.280724314053747814e-02,-1.068869920105097321e-01,5.862201340517442932e-02,-9.678202704140012602e-02,-8.907905519915770842e-03,-1.813942538730563964e-02,2.193705530054363903e-02,6.996122362615192491e-02,5.719480724688392331e-02,-5.406581182602667596e-02,-2.632590509774415666e-01,2.950697996422937258e-02,5.556516695326549349e-02,4.133899234684879770e-02,-7.756751854902305121e-02,2.030153794117961832e-02,2.333867073351346688e-01,3.240219395556468568e-02,-1.586840476199288252e-01,1.034443379168349247e-01,-1.209627821743407827e-01,1.504921864107627572e-01,-9.303220210522009093e-02,1.174279833078382684e-01,-1.195360291861445774e-02,1.517525356705440587e-01,-1.064431259185354313e-02,5.167607632166967141e-02,2.458655517460631157e-01,-2.417375814015904761e-02,1.790671133226507949e-01,-1.128366667011620056e-01,3.281671184707956046e-01,1.927507956822063495e-01,2.055861876875851035e-01,5.094604822412873886e-03,1.281228150742022009e-01,1.189478313211008997e-01
-4.487864752790342998e-02,9.043834689419737172e-02,1.000000000000000000e+00,-1.290824729293065486e-02,-7.753485599480540447e-02,-6.664170205319908113e-02,3.843645829072024275e-03,-6.839580167242401143e-02,-1.682584801505477082e-02,-2.893479145645597855e-02,-5.049029040163404564e-02,1.493591099145635537e-01,6.144602886683429160e-02,-1.580832687567702011e-01,9.994192665630165229e-02,1.735341515851901439e-01,1.590262215648429941e-02,5.414201136251366175e-02,4.686054186337409305e-02,-4.116183432652882092e-03,-1.279575031281388331e-01,1.194319520435625087e-02,2.916150626985138938e-01,-7.640224374533707841e-02,-8.036537904762436346e-02,-8.706340672553761206e-02,-8.918702357431963768e-02,8.233356056398431766e-03,-1.390294596921676784e-01,-3.181713445664834106e-02,1.159442687948981920e-01,-2.651293569560528307e-01,-3.228122661447770103e-02,2.573494562996204715e-01,-8.488804419823015035e-02,2.817052138236377790e-01,1.753804613181066951e-01,-3.963325865197681735e-02,-6.882986697785195562e-02,-3.711044252591817055e-02,-1.495842745421642195e-01,-2.001907815679774758e-02,-1.718023733349109128e-01,1.454404314506236584e-01
1.400751212007604329e-01,2.506388002460795475e-02,-1.290824729293065486e-02,1.000000000000000000e+00,-3.293226694741081817e-02,1.031129378217429844e-02,2.431905951694041806e-02,-1.502961160857947676e-01,1.816668770594824234e-01,5.184154990566840898e-02,8.071626103698886778e-02,-4.064996535020325846e-02,6.506044921212153498e-02,1.320880730098334954e-01,1.290002872214366381e-01,3.262053576255909970e-01,-7.067662504105508585e-04,1.740625975119531599e-01,-1.941574470372203209e-01,6.682953450236880921e-02,1.082627434457180543e-01,8.944687886007011979e-02,2.752843340268408268e-01,8.135720379512570433e-02,-2.682046869912437792e-01,-4.499181659793269339e-02,-2.774692301427177932e-01,3.366982972945620212e-02,2.831633347788754113e-02,-1.159622142842982734e-01,-2.346314587515923866e-01,1.925719698983334102e-02,-6.449635015553399631e-02,-1.630180397868191133e-01,5.240025589593444444e-02,1.595169621923387682e-01,3.265769893002753305e-02,1.619995377426707295e-01,2.705323337162031730e-02,2.508616049308967644e-01,1.805794504374205051e-02,-2.378669079109456408e-01,-1.018497330284129539e-02,3.404137514586120378e-02
-2.544618935398904741e-02,-4.312864932545179553e-02,-7.753485599480540447e-02,-3.293226694741081817e-02,1.000000000000000000e+00,-2.758513960725897732e-02,8.051165538634535990e-02,1.673275633043397326e-01,-6.759769732541476284e-02,-1.536998329444878159e-02,-1.895144699577757386e-01,-1.000022207953625009e-01,1.132408117929534358e-01,-2.813002139641487820e-01,-2.390025181760200013e-01,-2.874354433627193672e-01,-1.659851706271456978e-02,-4.547154596699717194e-02,-7.162009684842551849e-02,-1.237218775977374646e-01,-1.181598462201916833e-01,-1.874408391058187406e-01,4.910609220574469608e-02,-8.662128267396694559e-02,1.029173087485154847e-01,-9.252284168622089411e-02,-2.764204097480950015e-02,9.177563846151626237e-02,4.964857647645104510e-02,1.206190482149914062e-01,1.996776195867317194e-01,1.047030751949219740e-01,5.230876525120648629e-02,-1.299281820624902106e-01,6.400041676770770738e-02,4.410640972785299235e-02,-6.817500409145633988e-02,2.803020533444624748e-02,-1.357658850730912234e-02,9.182510611677928425e-03,-1.089116166680134251e-01,7.754450880254759593e-02,7.056678939944074913e-02,-1.564383934938425036e-01
9.203398117701031000e-02,-3.380377136741559152e-01,-6.664170205319908113e-02,1.031129378217429844e-02,-2.758513960725897732e-02,1.000000000000000000e+00,-3.330564972273779289e-02,4.204827976171094939e-01,2.220863024458740939e-02,3.422716303897818668e-02,5.378139482546888395e-02,1.091337430595628460e-01,1.270214540445977758e-01,-3.446108584919680643e-03,8.016029510197142383e-02,-3.857554951953620637e-02,2.142367733718184009e-01,2.212001700453340436e-01,-1.073191579681088692e-01,-2.116522858359814185e-01,3.370128934098154949e-01,3.560216606908241099e-02,-2.338395154802629661e-01,-3.778492903786871693e-02,5.826356544519666059e-02,-6.576495718764413523e-02,-2.569200214423542072e-02,-1.655891325193305924e-02,-7.090096144139566847e-02,-6.323233059087107755e-02,-8.273301487539196086e-02,-2.142546581779088688e-01,-2.330356805464622871e-02,-7.208645905394411857e-02,-3.168479892287339172e-01,-1.041729267295845029e-01,-5.254840028488180770e-04,1.639094355875381770e-01,-2.765607552667636582e-01,-3.392096847552957262e-01,-3.846580474729977550e-01,2.596764762012864283e-02,-1.529033915705727831e-01,5.060266660150936763e-02
-6.710695487511270096e-02,-7.280724314053747814e-02,3.843645829072024275e-03,2.431905951694041806e-02,8.051165538634535990e-02,-3.330564972273779289e-02,1.000000000000000000e+00,-1.984133311862083804e-01,5.000139269448330287e-02,1.481751586575955626e-01,-2.007346005153124169e-01,6.176112010640491534e-02,-2.116672667584543754e-01,-2.364228362627688110e-02,-1.051207052751097354e-01,-9.813232560316013930e-02,1.872938189497002082e-01,-1.335355078823807218e-01,-4.092245838098948485e-02,3.271288422658503309e-02,5.422458673727338641e-02,-2.310161485183123004e-02,1.121378276430940596e-01,2.396624531007398307e-01,2.723959257380174637e-01,1.089243433051827747e-01,2.545238651470245750e-01,2.213008569591339847e-01,2.906431524483042428e-01,-9.999121654486442523e-02,-1.261229796921837787e-01,3.301748668331998537e-01,-2.188805581916019455e-02,-3.046743463649340677e-01,2.039477451916565653e-01,9.517096142037941020e-02,2.782927770806824588e-02,1.422102342334262692e-01,1.825684301519817088e-01,2.731795774636434082e-01,1.428420002341767858e-01,-1.470557090676449519e-01,1.568546734050173530e-01,-5.364077636057374386e-03
2.560682829144256614e-02,-1.068869920105097321e-01,-6.839580167242401143e-02,-1.502961160857947676e-01,1.673275633043397326e-01,4.204827976171094939e-01,-1.984133311862083804e-01,1.000000000000000000e+00,-7.118825024038254179e-02,3.745223607780446412e-02,1.040365450152308802e-01,-2.732346806659983335e-02,7.149442734021864421e-02,-8.471560409470033082e-02,9.216715354728641230e-02,-1.660313268620228488e-01,1.330156256714431773e-01,1.085247182440519931e-01,3.193020774682030216e-02,-1.485131387525134329e-02,-7.005715207669800659e-02,-1.522899333811366107e-01,-3.375342237655906685e-01,-1.048982666042415496e-01,1.945518130436848375e-02,7.926019437690609570e-02,-1.156370658574902288e-01,-9.097820777887011268e-02,-2.243575458881222617e-01,2.522609359524215500e-01,2.250574824801063745e-01,-1.707230503162507906e-01,5.977000663924805085e-02,3.479455482499931029e-02,-9.807959819028824744e-02,-1.139608614078216065e-01,-1.220901634741606567e-01,5.583733548267606761e-02,-2.274690158063256140e-01,-3.132176336560928975e-01,-2.498180145496810556e-01,2.324585200015561459e-01,-3.420146283517351560e-02,2.516486297566875030e-01
1.958295252173859469e-01,5.862201340517442238e-02,-1.682584801505476735e-02,1.816668770594824234e-01,-6.759769732541476284e-02,2.220863024458740939e-02,5.000139269448330287e-02,-7.118825024038254179e-02,1.000000000000000000e+00,-1.411614051795304359e-01,-9.528556326995830245e-03,-2.116507487090289741e-01,9.642287825166515058e-02,3.048083569909088020e-01,1.311097090270116061e-01,1.054424848068641479e-01,-2.557720992486468142e-02,3.102673267289642878e-01,-1.028128142122808619e-01,-8.869685886239753181e-02,-3.036712034943584229e-02,4.324120922078765195e-01,3.291657469663106239e-02,-3.859628584827626968e-02,6.147283366233805696e-02,-7.274770064688516891e-02,-1.981919793333088500e-02,-4.806030520487405283e-02,-2.062558205265411226e-01,-1.951342244463013520e-01,-1.573926379586270963e-01,5.821714720120015757e-02,1.380697032980716665e-01,-1.701569694624653351e-01,-1.188412091050068953e-01,3.691921522171358327e-02,-4.646532724349079074e-02,-1.330964109080320402e-02,-5.610494665762087024e-02,1.293326860951994894e-01,1.482692285816492317e-01,-1.068164232298317168e-01,4.845111213162756059e-02,-1.443843801012241745e-01
5.192990017791179747e-02,-9.678202704140011214e-02,-2.893479145645597855e-02,5.184154990566840204e-02,-1.536998329444878159e-02,3.422716303897818668e-02,1.481751586575955626e-01,3.745223607780445718e-02,-1.411614051795304359e-01,1.000000000000000000e+00,1.558375052019246934e-02,1.310079581619930655e-01,-1.575546588088514999e-01,4.793696560982322469e-02,6.693474984455480281e-02,2.578776020477343764e-02,1.412466802656998921e-01,-2.163577363988784807e-01,-7.335077694697009210e-02,2.479712948974255593e-01,1.932253058727091341e-02,-1.037607758647906137e-01,-4.212002298040289083e-02,-2.428894467052571983e-03,-4.848589231364536928e-02,5.831847694091769202e-02,3.426037660347806824e-02,6.696892946586877060e-02,1.620258024234107475e-01,3.632897244408769821e-02,1.630011980354662826e-01,1.697286594566666529e-01,-1.028884438728656925e-01,-1.491291039270837560e-01,-6.139315424844444397e-02,-4.640113218786399985e-02,-6.595124912036369469e-02,1.818067100353943366e-01,-7.347130381710341440e-02,4.945576382023678108e-02,-1.073191612251964133e-01,1.289215582063944765e-01,3.382731636568794831e-02,-1.147309652496978222e-01
2.176448744273553337e-01,-8.907905519915770842e-03,-5.049029040163403870e-02,8.071626103698886778e-02,-1.895144699577757663e-01,5.378139482546889089e-02,-2.007346005153123891e-01,1.040365450152308802e-01,-9.528556326995830245e-03,1.558375052019246934e-02,1.000000000000000000e+00,1.406544373416664939e-01,-1.104614070541192795e-02,1.514022891777849489e-01,2.522250616612469742e-01,1.807605015705446017e-01,1.139167475107089045e-01,1.787216964634884830e-01,6.622929219183351646e-02,1.652536812760774590e-02,1.045402204011457031e-01,2.232005349594181134e-02,-1.472012095801648046e-01,1.708458440848918403e-01,-8.185265314665161884e-02,9.158097860599904994e-02,-1.297930605232948953e-01,-9.149626872952867224e-03,2.371012582730049056e-02,5.545485741895709447e-02,-2.310602539524314950e-02,-3.017375349073609520e-02,-1.410621628914454639e-01,8.745322650556958122e-02,9.022381515039930300e-02,-1.221065533046151591e-01,-1.467782968279645051e-01,1.041356076631600597e-01,2.471319627583102446e-02,2.131586792720468332e-02,-2.610505537036406174e-03,4.267082443112110712e-02,-1.413203557829139090e-01,1.207109839315488875e-01
3.912764606338188511e-02,-1.813942538730564311e-02,1.493591099145635537e-01,-4.064996535020325846e-02,-1.000022207953625009e-01,1.091337430595628322e-01,6.176112010640492228e-02,-2.732346806659982988e-02,-2.116507487090289741e-01,1.310079581619930655e-01,1.406544373416664939e-01,1.000000000000000000e+00,5.369485024139074303e-02,-5.236582557039617947e-02,-1.610114184551982800e-03,4.316151320801865643e-02,2.904372919175605139e-01,-2.303349755080586481e-01,1.688400372665981863e-01,-6.102011631116649459e-02,2.420676788147293201e-01,-2.373774971879439102e-02,1.315969273024583941e-01,-4.091700879583992645e-03,-5.046372450227851886e-02,1.821102919413462862e-02,3.307511312902612355e-01,1.321197543645139805e-01,1.936346656401852218e-01,-1.606171320718836060e-01,-1.857202351306319332e-01,-4.531658453733077019e-02,-1.580403192721392680e-01,1.175710859124947660e-01,2.437163517278982117e-01,1.514701941795996709e-01,2.386091087566764024e-01,1.492998949020669583e-02,2.510127125007241000e-01,-1.785944801856493014e-01,-2.513589885780997957e-01,-1.206031368604410792e-01,-4.998535655478994477e-02,3.244649009069749263e-02
1.283322519705892284e-01,2.193705530054363903e-02,6.144602886683428467e-02,6.506044921212153498e-02,1.132408117929534219e-01,1.270214540445977480e-01,-2.116672667584543754e-01,7.149442734021864421e-02,9.642287825166516446e-02,-1.575546588088515276e-01,-1.104614070541192795e-02,5.369485024139074303e-02,1.000000000000000000e+00,-7.299993122397165080e-02,-7.769834390174225336e-02,-6.353460379255222723e-03,-7.292162484707770398e-02,1.313670444745241861e-01,4.122949349894258764e-02,-8.240813386759336667e-02,-1.471444635902719247e-02,8.756604735199745304e-02,-6.839424135817709360e-02,-1.341089274319292590e-01,-2.583359724317768613e-02,-1.865691014483536192e-01,-1.742341139729484678e-01,-1.055628237323620183e-01,-5.489976002729491517e-02,-3.390176507701395114e-02,-7.366911466406717360e-03,-1.354117475555693395e-01,1.002548260547180825e-01,5.143462068369606538e-02,-1.453282906215329073e-01,1.063974529930207524e-02,2.894557186267527338e-01,3.078815937734794353e-02,-5.106543018418481517e-02,-1.949356891856441620e-01,-3.627187382945066402e-02,8.004977470251754823e-02,-5.461835298957960771e-02,-1.471949021330477003e-01
1.677926603044285203e-01,6.996122362615192491e-02,-1.580832687567702011e-01,1.320880730098334954e-01,-2.813002139641487820e-01,-3.446108584919680643e-03,-2.364228362627688110e-02,-8.471560409470034470e-02,3.048083569909088020e-01,4.793696560982322469e-02,1.514022891777849211e-01,-5.236582557039618641e-02,-7.299993122397165080e-02,9.999999999999998890e-01,5.230976206840014520e-01,2.457433471548580162e-01,1.016375756300478272e-01,2.218497492531841808e-01,1.163203913204683207e-02,1.092086503685154586e-01,-1.186186342689433439e-02,3.501819597262921802e-01,-1.604524125904129295e-01,1.136239646381190238e-01,-9.462194434125173470e-02,1.551018425528148947e-01,-7.268960439424292184e-04,-2.514699686093804787e-02,1.149285736815861686e-02,-8.689709214408000704e-02,-1.977104009865369993e-01,1.596864281128671514e-01,-8.462481723296602643e-02,-2.161358384390823228e-01,-6.361650324871730156e-02,-1.412570055346708264e-01,-7.466405185582840331e-02,8.723428338485800237e-02,3.721464116958854429e-02,1.497952462525944939e-01,2.574548842875736820e-01,-9.437460299847945377e-02,6.871122192188831856e-02,-1.361552306556831904e-01
1.741317697565061551e-01,5.719480724688392331e-02,9.994192665630165229e-02,1.290002872214366381e-01,-2.390025181760200013e-01,8.016029510197142383e-02,-1.051207052751097493e-01,9.216715354728641230e-02,1.311097090270116061e-01,6.693474984455480281e-02,2.522250616612469742e-01,-1.610114184551982800e-03,-7.769834390174225336e-02,5.230976206840014520e-01,1.000000000000000000e+00,2.427451649781872112e-01,2.181756170405524387e-01,3.687132637350884479e-01,-5.838475511739675550e-02,1.562404341694009768e-02,1.443879809868176337e-02,1.825834057288789891e-01,-7.724908638371773273e-02,7.958852869376172035e-02,-1.729597382587417242e-01,1.322297436873810517e-01,-1.744454084183139075e-01,8.044070879902676108e-02,-9.008450668566572728e-02,-1.207788490153723221e-01,-1.270638428976908763e-01,1.420013265201600927e-01,-1.949915740568406164e-01,-1.418157212839223080e-01,-5.725932939523920712e-02,6.468224184277589217e-02,-9.311397511922446524e-02,1.582853598853519728e-01,1.087112840887796000e-01,8.867082113517739395e-02,1.042487483870607468e-01,-6.529401714568657498e-03,-3.342243090447047371e-02,-3.613746943587600041e-02
1.623720524374660384e-02,-5.406581182602668290e-02,1.735341515851901439e-01,3.262053576255909970e-01,-2.874354433627193672e-01,-3.857554951953620637e-02,-9.813232560316012543e-02,-1.660313268620228766e-01,1.054424848068641479e-01,2.578776020477343417e-02,1.807605015705446017e-01,4.316151320801865643e-02,-6.353460379255223590e-03,2.457433471548580162e-01,2.427451649781871834e-01,1.000000000000000000e+00,1.846171529432605665e-02,2.573116564406234263e-01,-1.180243372223629128e-01,2.829097401911680465e-01,5.593444817677137998e-02,2.115210057939174715e-01,-7.395793013931571680e-02,1.012162443055516503e-01,2.025933158868387096e-02,4.716104567296840189e-02,-1.395113442608011955e-01,-9.365116984097286712e-02,-1.168387274733385800e-01,-1.281065963211494851e-01,-2.611202929182388638e-02,-2.453050106366706506e-01,-1.421334312498769570e-01,1.113101322474444738e-01,-8.978021397145581617e-02,8.350864314094710861e-02,-2.516529482813100946e-02,1.765947637603990095e-01,-9.277843559362564108e-02,-4.516822732680444985e-02,-1.103019321447308715e-01,-3.752571992704691571e-03,-2.427580038056870171e-01,-1.840937593250055373e-03
1.979149158082321378e-02,-2.632590509774416221e-01,1.590262215648430288e-02,-7.067662504105509669e-04,-1.659851706271457325e-02,2.142367733718184009e-01,1.872938189497002359e-01,1.330156256714432050e-01,-2.557720992486468142e-02,1.412466802656999199e-01,1.139167475107089045e-01,2.904372919175605139e-01,-7.292162484707770398e-02,1.016375756300478272e-01,2.181756170405524387e-01,1.846171529432605665e-02,9.999999999999997780e-01,1.564307606924360348e-04,3.734123760475238640e-02,2.308955929173402838e-02,2.311020956888265587e-02,-1.795451370630722632e-02,1.372592092083466282e-02,1.196043001892855562e-01,1.467095736297064912e-01,1.785197085672613482e-01,1.675574688175611726e-01,2.145671251850305439e-01,3.263742570077950989e-01,-2.586170197212417921e-01,-2.661069902791028952e-01,3.841498173194534127e-01,-1.799537992210709092e-01,-3.542148395957547824e-01,2.536253550909778332e-01,3.053285518229605922e-01,1.270501571481645331e-01,1.371010011164173481e-01,2.280295845244531827e-01,2.003009262288504289e-01,-4.907592230884148289e-03,-1.128528872061411309e-01,8.136741320613065376e-02,-4.912290838128689774e-02
1.089609228823807258e-01,2.950697996422937258e-02,5.414201136251366175e-02,1.740625975119531599e-01,-4.547154596699717194e-02,2.212001700453340436e-01,-1.335355078823806940e-01,1.085247182440519931e-01,3.102673267289642878e-01,-2.163577363988784807e-01,1.787216964634884830e-01,-2.303349755080586203e-01,1.313670444745241861e-01,2.218497492531841808e-01,3.687132637350884479e-01,2.573116564406234263e-01,1.564307606924360348e-04,1.000000000000000000e+00,-9.645806555759432743e-02,-2.826855490562737439e-01,8.929744863770891494e-02,1.670068309095870673e-01,-1.501811918749840769e-01,1.132391938201145337e-01,1.213406094091179221e-01,-8.257860011182045767e-02,-2.772772918400450148e-01,-1.319152772143249719e-01,-3.157271792409732658e-01,-1.812379330905372343e-01,-1.020567158916922262e-01,-1.174417428057614038e-01,-4.220006118837189846e-02,-5.405518776229725764e-02,-2.257087207836618314e-01,-5.078284694343054156e-02,-1.849798596105179105e-01,7.889119118233724193e-02,-1.564122484311546157e-01,3.045800637273909581e-02,-5.165620899689813555e-02,-1.131846210249533996e-02,-1.315026663111965310e-01,2.096109322402562192e-03
2.298616470370249895e-02,5.556516695326549349e-02,4.686054186337409305e-02,-1.941574470372203209e-01,-7.162009684842550461e-02,-1.073191579681088831e-01,-4.092245838098947791e-02,3.193020774682030216e-02,-1.028128142122808758e-01,-7.335077694697009210e-02,6.622929219183351646e-02,1.688400372665981863e-01,4.122949349894258070e-02,1.163203913204683207e-02,-5.838475511739675550e-02,-1.180243372223629267e-01,3.734123760475239334e-02,-9.645806555759434131e-02,1.000000000000000000e+00,1.309784135534420094e-03,-2.073808362716941106e-02,8.627445698472603619e-02,-9.088493330712982265e-02,3.835468120227763372e-02,7.897185748864264665e-02,1.549503281268143906e-01,1.304553209895255861e-01,-5.626824024263485380e-02,4.504069068138425586e-02,-7.326648683689944430e-02,-8.053946482284796149e-02,-5.503623549839206652e-02,3.926773962002802487e-02,2.275354952547224696e-01,1.040337164020433691e-01,-3.268497334523471493e-02,1.411985343240605428e-01,-1.017895590655259752e-01,1.187930847640166071e-01,-4.120331357619789331e-02,1.006109646417581854e-01,-2.010691170749954668e-02,-1.609441204910048648e-02,1.603007626452998824e-01
-9.241825079790749048e-03,4.133899234684879770e-02,-4.116183432652881224e-03,6.682953450236882309e-02,-1.237218775977374785e-01,-2.116522858359814185e-01,3.271288422658503309e-02,-1.485131387525134503e-02,-8.869685886239753181e-02,2.479712948974255315e-01,1.652536812760774590e-02,-6.102011631116648765e-02,-8.240813386759335279e-02,1.092086503685154586e-01,1.562404341694009768e-02,2.829097401911680465e-01,2.308955929173402838e-02,-2.826855490562736883e-01,1.309784135534420310e-03,1.000000000000000000e+00,-4.987130818654257614e-02,-7.986128789352092694e-02,-2.256931001293875291e-02,1.117104847872582851e-01,5.227675217207062436e-02,2.978859220176846012e-01,-3.893059813939128005e-02,2.031498188130763383e-01,2.054432536963629874e-01,-5.619211357385180822e-02,2.438036237326695332e-01,3.295811677085773439e-02,-9.647083205240214454e-02,7.615111046622095869e-02,3.847862763416824011e-02,1.553098595846207908e-01,3.696715954679569149e-02,2.095720819310999683e-01,4.971491346269129447e-02,2.394543050193933403e-02,7.179816812527513303e-02,1.981445824533887567e-01,8.484184575573087972e-02,1.322000328865580998e-01
-1.302230842722763501e-02,-7.756751854902305121e-02,-1.279575031281388331e-01,1.082627434457180543e-01,-1.181598462201916833e-01,3.370128934098154394e-01,5.422458673727339334e-02,-7.005715207669799272e-02,-3.036712034943584576e-02,1.932253058727091341e-02,1.045402204011456893e-01,2.420676788147293201e-01,-1.471444635902719247e-02,-1.186186342689433439e-02,1.443879809868176163e-02,5.593444817677137304e-02,2.311020956888265587e-02,8.929744863770891494e-02,-2.073808362716941106e-02,-4.987130818654257614e-02,9.999999999999998890e-01,4.347140246845337952e-02,-1.305048856550753908e-02,2.809617112990486221e-01,1.563130518735073859e-01,2.248273811174424097e-01,2.063695522470558041e-01,6.964392266638387563e-02,1.296657133601621104e-01,-2.904059185247296337e-01,-9.357267349900512399e-02,-2.418131897047956849e-02,-1.460115043733325735e-01,4.701920149692573325e-02,5.626146812377176565e-02,-1.138353865052835062e-01,3.178019260171470461e-02,1.463454489992484231e-01,1.071725252672641043e-01,-1.693397324185609565e-01,-1.672669559008969076e-01,-1.551305503347357451e-01,-1.239043021228954655e-01,1.037454159118795377e-01
